;;;;;;;;;;;;;x
NEWS_fort_de_cock_lost_medium;From your war correspondent. Fort de Kock, build by the Dutch in the 1820s to protect the Mandailing region from Padri incursions, has fallen to Padri forces. This unexpected reversal is sure to be a blow to the Dutch cause. We will keep you posted.;;;;;;;;;;;;;x
NEWS_fort_de_cock_lost_short;The Padri War has turned hot again, now the Padris have managed to dislodge the Dutch from their fort at Pasaman, opening up the Mandailing region to Padri incursions. We will keep you posted.;;;;;;;;;;;;;x
NEWS_bonjol;Last of the Padris;;;;;;;;;;;;;x
NEWS_bonjol_long;After a siege lasting many years, Dutch forces have finally managed to capture the Padri capital of Bonjol. Build in a impregnable location, the town's proud defiance had been a thorn in the Dutch side. Its fall, however, is sure break the last remaining Padri resistance.;;;;;;;;;;;;;x
NEWS_bonjol_medium;After a siege lasting many years, Dutch forces have finally managed to capture the Padri capital of Bonjol. Build in a impregnable location, the town's proud defiance had been a thorn in the Dutch side. Its fall, however, is sure break the last remaining Padri resistance.;;;;;;;;;;;;;x
NEWS_bonjol_short;Dutch forces have managed to take the Padri capital after years of besieging it. A symbol of defiance, its loss is sure to break the last Padri resistance.;;;;;;;;;;;;;x
NEWS_knaud_kris;For Sale:;;;;;;;;;;;;;x
NEWS_knaud_kris_short;Mythical Javanese dagger (kris). Received for saving some prince's life from the common cold. Blade is a bit old and rusted, but otherwise beautifully decorated. Any price is acceptable.;;;;;;;;;;;;;x
NEWS_knaud_kris_medium;Mythical Javanese dagger (kris). Beautifully decorated and very old. Promises to infuse owner with courage! Received in thanks for saving Sultans' sons' life. Blade needs owner who is attuned to, and willing take care of, it. Contact: Charles Knaud, Royal Palace, Jorjakarta, Java.;;;;;;;;;;;;;x
NEWS_knaud_kris_long;Mythical Javanese dagger (kris). Beautifully decorated and said to be very old. Promises to infuse any owner with valour and courage! Blade shows some rust, but otherwise in perfect condition. Received in thanks from a Sultan for saving his sons' life from the dangers of black magic. Reason for sale: blade is unlucky and does not take kind to me. Needs an adventurous new owner who is attuned to, and will take care of, it. Interested? Contact: Charles Knaud, Royal Palace, Jogjakarta, Java. Warning: improper care might result in blade trying to kill owner.;;;;;;;;;;;;;x
NEWS_wvtt_title;The Marvel of the Female Crafts;;;;;;;;;;;;;x
NEWS_wvtt_medium;Feminist in The Hague have recently organised a woman crafts fair. Intended to be inspiration for women world wide, the fair exhibited and celebrated their achievements in the arts and crafts. As a great success, this fair is sure to strengthen women rights movements everywhere.;;;;;;;;;;;;;x
NEWS_aletta_jacobs_title;Would You Believe it?;;;;;;;;;;;;;x
NEWS_aletta_jacobs_voting_medium;In a moment of extreme hubris, a Dutch female doctor has asked, no demanded, to be granted voting rights. Even though the constitution, justly so, nowhere mentions the right of women to vote. Lets hope she, and woman like her, never decide to visit our country.;;;;;;;;;;;;;x
NEWS_aletta_jacobs_short;Quality of education in the Netherlands feared to take a nosedive after first woman admitted to a University. More on female folies in a special report on page 10.;;;;;;;;;;;;;x
NEWS_aprilbeweging_title;Religious tensions in the Netherlands;;;;;;;;;;;;;x
NEWS_aprilbeweging_short;The recent restoration of the Catholic episcopal hierarchy has stirred up strong emotions as Pope call Calvinism heresy, and protestants question Catholic loyalty.;;;;;;;;;;;;;x
NEWS_aprilbeweging_medium;The Dutch king recently took possession of 200.000 signature protesting the restoration of the Catholic episcopal hierarchy, claiming it makes 'the king a slave of the pope, more than even King Phillip II, murderer of William of Orange, ever wanted to be.';;;;;;;;;;;;;x
NEWS_aprilbeweging_long;Deeply aggrieved the recent Papal Bull to restore the Dutch Catholic bishops, who also called the Dutch Calvinists 'heretics,' prominent politicians have, supported by 200.000 signatures, offered the king a petition asking to condemn the Papal bull. '[This bull makes] the king a slave of the pope, more than even King Phillip II, murderer of William of Orange, ever wanted to be,' says protester foreman. The king has taken possession of the signatures and declared his sympathy with the protesters, further polarizing the situation.;;;;;;;;;;;;;x
NEWS_willem_2_bi_title;Dutch King outed and ousted;;;;;;;;;;;;;x
NEWS_willem_2_bi_long;Chaos and confusing as king Willem II of the Netherlands has been forced to abdicate following revelations in the newspapers about his 'private experiments.' As the king's 'unnatural tendencies' have caused the line of succession to become suspect, a succession crisis looms. The kings' brother, prince Frederik, has been suggested as successor, but the damage to the monarchy may have too great. Radical liberals are suspected to have leaked the information after failing to blackmail the king into accepting a liberal constitution.;;;;;;;;;;;;;x
NEWS_willem_2_bi_medium;Chaos and confusing as king Willem II of the Netherlands has been forced to abdicate following revelations in the newspapers about his 'private experiments.' Radical liberals are suspected in an plot to blackmail the king to enforce political change.;;;;;;;;;;;;;x
NEWS_willem_2_bi_short;Chaos and confusing as king Willem II of the Netherlands has been forced to abdicate after being outed in the newspapers. Radical liberals are implicated in plot to enforce political change.;;;;;;;;;;;;;x 
NEWS_dutch_bishops_title;First Catholic Bishop in almost 300 Years in the Netherlands;;;;;;;;;;;;;x
NEWS_dutch_bishops_long;Catholics in the Netherlands rejoice following the issuing of a Papal Bull restoring the Catholic episcopal hierarchy. The Pope had lost his flock in the 16th century as Calvinists rebelled against the Catholic Spanish king. Taking advantage the passing of a liberal constitution in the country, the Pope names the first Dutch Catholic bishop in almost 300 years.;;;;;;;;;;;;;x
NEWS_dutch_bishops_medium;Catholics rejoice in the Netherlands as the Pope restores the Catholic episcopal hierarchy in that country. Catholicism has long been repressed in the Netherlands, yet this restoration promises to be a step in the right direction. All made possible by the new liberal constitution.;;;;;;;;;;;;;x
NEWS_dutch_bishops_short;Catholics rejoice as the Catholic episcopal hierarchy is restored in the Netherlands. Pope reacts to passing of liberal constitution by 'returning the Word of God.';;;;;;;;;;;;;x
NEWS_dragons_dont_eat_people_title;Research Funds Wasted;;;;;;;;;;;;;x
NEWS_dragons_dont_eat_people_short;Scientists say they could not resist the sun and beautiful beaches, as lost $COUNTRY_ADJ$ expedition returns.;;;;;;;;;;;;;x
NEWS_nodragons_title;Research Funds Wasted!;;;;;;;;;;;;;x
NEWS_nodragons_short;'No such thing as dragons,' says $COUNTRY_ADJ$ naturalist sent 'to investigate a fairytale.'  'Oversized lizards, maybe, but dragons, no.' Read the full report on page 6.;;;;;;;;;;;;;x
NEWS_dragons_eat_people_title;'Do Dragons Eat Humans?';;;;;;;;;;;;;x
NEWS_dragons_eat_people_medium;The world holds is breath now the $COUNTRY_ADJ$ naturalist expedition searching for dragons has disappears. Contact was lost a 2 weeks ago, and no new sightings have been confirmed since. Other expeditions to consider their options.;;;;;;;;;;;;;x
NEWS_dragons_eat_people_short;World holds breath as $COUNTRY_ADJ$ expedition feared to be new become the main course of yet to be discovered dragons. See page 3 for more details.;;;;;;;;;;;;;x
NEWS_dragons_discover_title;The Komodo 'Dragon';;;;;;;;;;;;;x
NEWS_dragons_discover_long;Little has occupied the scientific world recently as much the question of whether or not dragons exist in the East Indies. As naturalist from $COUNTRY$ return from the expedition with 2 live specimen, we can finally answer this burning question: It were mere lizards. Exceptionally large lizards, but still lizards. The animals will be exhibited at the Buitenzorg Zoologisch Museum before moving on to $COUNTRY$ to be exhibted in the capital. The world owes these men a debt of gratitude for their contribution to science.;;;;;;;;;;;;;x
NEWS_dragons_discover_medium;As $COUNTRY_ADJ$ arrive with the remains of the so-called Komodo Dragon at the Buitenzorg Zoological Museum the question of whether dragons exist in the Indies can finally be answered: no, they don't.;;;;;;;;;;;;;x
